rid,rkey,date,status,contact.id,comments,ip.address,long,lat,county,city,region,postal,url,intro logic,agree,userid,user,time,page.logic1,Copy of userid,policy.placement,healthcare.law,imm.law,photo.nonphoto.pk,hr,ns,jn,hr2,jn2,ns2,page.logic,am1,mm1,mm2,am2,am11,am21,mm11,mm21,correct.or.conf,rg,sb,rg.rg,rg.ad,rg.jc,rg.ak,sb.jb,sb.sb,sb.ks,sb.tv,health.ins.y,health.ins.r,health.ins.d,illegal.y,illegal.r,illegal.d,ideology,news.wsj,news.nyt,news.wp,news.usa,news.other,news.other.s,tv.cbs,tv.fox,tv.pbs,tv.nbc,tv.other,tv.abc,tv.others,cable.fox,cable.msnbc,cable.cspan,cable.bbc,cable.other,cable.cnn,cable.others,radio.npr,radio.rl,radio.ms,radio.other,radio.others,web.huff,web.drudge,web.portal,web.other,web.other.s,tv.days,attention,talk.politics,talk.other.politics,pid1,pid.other,pid2.r,pid2.d,pid2.other,therm.b,therm.r,therm.d,therm.w,therm.h,therm.l,therm.ill,open.closed,ww2.cas,fem.death,ww2.cas2,fem.death2,deport,deport.sure,imm,imm.sure,steagall,healthcare.pk1,healthbill,death.panel,medicare,future.increase,cuts.benefits,illegal,single.payer,upper.class,mammograms,tax.100k,welfare,blk.welfare,dkencouraging.dk.discouraging,reagan,clinton,wbush,obama,reagan2,clinton2,wbush2,obama2,pol.interest,vote.2010,contribute1,contact,attend,def.party,def.other,healthcare.law2,imm.law2,structure,certain,oneside,changeview,confident,curiosity,considerate,independence,obedience,sex,year.born,educ.s,income,religion,religion2,rel.freq,hispanic,white,black,native,asian,pacific,other.race,other.race2
157,260079,10/5/2010 1:16,Complete,,,,,,United States,,CA,,srep5081,,I agree to participate,srep5081,,12,,,end,,,nonphoto,Senate Majority leader,president of France,secretary of Homeland security,,,,,Chancellor of Germany,Kentucky senator,,,,,,,percent,,,,,10,,,10,,,1,7,3,6,2,6,Liberal,,NY Times,Washington Post,, Other ,London Guardian,,,,,Other,,none,,,,BBC,,CNN,,NPR,,, Others ,BBC World service,Huffington Post,,,,,4,A moderate amount,5,6,Democrat,,,Strong,,80,15,89,70,90,85,90,open,,,soviet union/china,heart disease,Remained about the same,,Can  ask anyone they suspect of being an illegal immigrant for their papers,4,Bill Clinton,,,5,0,7,3,5,0,10,6,32%,38%,35%,Branch B,,,,,Increased,Decreased,Increased,Remained the Same,10,10,10,10,10,Democrats,,10,0,6,2,6,4,1,1,1,1,7,Female,1949,"Master's Degree, such as M.A., M.S., Masters in Engineering, Masters in Education, or Masters in Social Work","$70,000 ",Protestant,,A few times a year,No,White,,,,,,
158,260588,10/5/2010 12:57,Complete,,,,,,United States,,CA,,srep9655,,I agree to participate,srep9655,,15,,,start,8,0,photo,,,,Majority Leader in congress,,,,,,Minority leader in Senate,Prime Minister of Germany,,,,,percent,,,7,5,5,0,0,9,0,0,1,7,3,7,2,6,Liberal,,NY Times,,, Other ,Local newspaper,,,,,,,,,,,,,CNN,,NPR,,,,,Huffington Post,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,3,A lot,6,1,Democrat,,,Strong,,100,30,70,100,100,100,100,open,,,Russia,Breast cancer,Remained about the same,,Can  ask anyone they suspect of being an illegal immigrant for their papers,8,Bill Clinton,,,0,0,3,2,1,0,7,6,6%,10%,40%,Branch A,Increased,Decreased,Increased,Decreased,,,,,8,9,6,8,2,Democrats,,,,5,4,2,4,5,3,1,3,7,Male,1965,"Master's Degree, such as M.A., M.S., Masters in Engineering, Masters in Education, or Masters in Social Work",145000,Protestant,,Once a week,No,White,,,,,,
159,260601,10/5/2010 13:27,Complete,,,,,,United States,,CA,,srep9824,,I agree to participate,srep9824,,21,,,start,8,0,nonphoto,Senate majority leader,President of France,Sec. Homeland security,,,,,No clue,No clue,,,,,,,percent,,,10,,,,,10,,,7,I haven't thought much about this,1,5,1,7,Liberal,,,,, Other ,NPR,,,,,,,,,,,BBC,,,,NPR,,,,,,,,,,1,A moderate amount,0,5,Democrat,,,Not very strong,,50,50,50,50,50,50,30,open,,,Germany,heart related problems,Remained about the same,,Can  ask anyone they suspect of being an illegal immigrant for their papers,6,Don't Know,,,0,0,0,0,0,0,0,10,30%,30%,30%,Branch B,,,,,Increased,Decreased,Increased,Increased,6,10,0,0,0,Don't Know,,,,1,6,4,6,5,2,1,1,7,Female,1966,"Master's Degree, such as M.A., M.S., Masters in Engineering, Masters in Education, or Masters in Social Work",200000,Other,Hindu,Less often than a few times a year,No,,,,Asian,,,
160,260602,10/5/2010 13:25,Complete,,,,,,United States,,CA,,srep8083,,I agree to participate,srep8083,,65,,,start,5,0,photo,,,,Bob Bray,,NJ Govenor,,,,,Barbara Boxer,,,,Don't Know,percent,,,5,3,4,6,4,2,2,2,1,7,1,7,1,5,Liberal,,NY Times,,,,,CBS,,,NBC,,,,,MSNBC,,,,CNN,,NPR,,,,,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,2,A moderate amount,3,7,Democrat,,,Strong,,100,60,80,55,65,70,70,closed,Germany,Heart Disease,,,Remained about the same,,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,8,Don't Know,,,0,5,10,5,5,0,10,0,15%,16%,30%,Branch A,Remained the Same,Decreased,Increased,Increased,,,,,6,10,0,7,2,Other,"I don't think its party dependant, I think its candidate dependant",,,6,4,6,3,1,2,1,1,7,Female,1988,"Bachelor's Degree, such as B.A., B.S., or A.B.",43000,Other,Non-denominational Christian,More than once a week,Yes,,,,,,Other,
161,260603,10/5/2010 13:16,Complete,,,,,,United States,,CA,,srep5670,,I agree to participate,srep5670,,21,,,end,,,nonphoto,Senator,President of France,US Secy of Homeland Security,,,,,,,,,Don't Know,,Don't Know,,regular,Robert Gates,Stephen Breyer,,,,,,,,,1,,,7,,,Slightly conservative,,,,,,,CBS,Fox,PBS,NBC,,ABC,,,,,,,CNN,,NPR,,,,,,,,,,7,A lot,1,4,Democrat,,,Not very strong,,,,,,,,,closed,Poland,Heart Disease,,,Don’t Know,,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,4,Don't Know,Couldn't say,Couldn't say,,,,,,,,,38%,70%,60%,Branch B,,,,,Don't Know,Decreased,Increased,Increased,5,10,0,5,10,Democrats,, dk, dk,2,6,5,4,4,7,4,4,4,Female,1964,"Bachelor's Degree, such as B.A., B.S., or A.B.",over 250K,Protestant,,Less often than a few times a year,No,White,,,,,,
163,260606,10/5/2010 13:18,Complete,,,,,,United States,,CA,,srep9968,,I agree to participate,srep9968,,9,,,end,,,photo,,,,,,,,,,,,,Don't Know,,Don't Know,regular,Don't Know,Couldn't Say,,,,,,,,,7,7,1,3,3,7,Very conservative,,,,, Other ,Fox news ,,Fox,,,,,,Fox News,,,,,,,,Rush Limbaugh,,,,,,,,,1,A little,2,2,Republican,,Strong,,,50,85,40,70,50,85,15,open,,,Japan,Cancer,Decreased,,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,,George W. Bush,"Replaces private health insurance with a ""single payer system""",Cuts benefits to existing Medicare patients,,,,,,,,,45%,30%,25%,Branch B,,,,,Decreased,Decreased,Increased,Increased,7,10,6,1,10,Republicans,,0,10,3,6,3,4,2,4,4,4,4,Female,1982,"Bachelor's Degree, such as B.A., B.S., or A.B.",60000,Don’t belong to religious denomination,,Never,No,,,,Asian,,,
164,260609,10/5/2010 13:21,Complete,,,,,,United States,,CA,,srep8932,,I agree to participate,srep8932,,14,,,start,9,0,nonphoto,US Senator,French President,Secretary of Homeland Security,,,,,German President,Senator,,,,,,,regular,Don't Know,Couldn't Say,,,,,,,,,2,7,4,7,2,5,Liberal,,NY Times,,,,,,,PBS,,,,,,,,,,,,NPR,,,,,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,1,A little,3,2,Democrat,,,Strong,,100,15,40,100,100,50,50,closed,Couldn't say,Heart Disease,,,Don’t Know,,Can  ask anyone they suspect of being an illegal immigrant for their papers,5,Don't Know,Couldn't say,Couldn't say,,,,,,,,,25%,15%,10%,Branch A,Don't Know,Decreased,Increased,Increased,,,,,5,10,0,8,5,Don't Know,,,,3,6,5,3,2,3,3,5,6,Female,1978,"Bachelor's Degree, such as B.A., B.S., or A.B.","129,000",Don’t belong to religious denomination,,Less often than a few times a year,Yes,,,,,,,
165,260617,10/5/2010 13:23,Complete,,,,,,United States,,CA,,srep9307,,I agree to participate,srep9307,,20,,,end,,,nonphoto,US sec of defense,president of france,US attorney general,,,,,Senator,Senator,,,,,,,percent,,,0,0,0,0,0,8,0,0,5,7,1,4,1,7,Slightly conservative,Wall Street Journal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,A moderate amount,0,8,Republican,,Not very strong,,,50,40,0,85,50,50,30,open,,,Russia,heart disease,Remained about the same,,Can  ask anyone they suspect of being an illegal immigrant for their papers,6,Bill Clinton,,,0,5,5,0,5,0,10,5,30%,1%,50%,Branch A,Increased,Decreased,Increased,Increased,,,,,0,10,0,0,5,Republicans,,3,3,2,7,4,2,2,7,1,1,7,Female,1970,"Master's Degree, such as M.A., M.S., Masters in Engineering, Masters in Education, or Masters in Social Work",70K,Protestant,,Less often than a few times a year,No,White,,,,,,
166,260618,10/5/2010 13:26,Complete,,,,,,United States,,CA,,srep7390,,I agree to participate,srep7390,,13,,,start,8,10,photo,,,,,,,,,,,,,Don't Know,,Don't Know,regular,,Couldn't Say,,,,,,,,,5,7,1,1,1,7,Moderate,,,,, Other ,Mercury News,,Fox,PBS,,,,,,,CSPAN,BBC,,CNN,,NPR,,,,,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,0,A great deal,4,4,Independent,,,,Equally close to both,85,30,30,50,70,100,15,open,,,USA,heart disease,Remained about the same,,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,9,George H. Bush,"Replaces private health insurance with a ""single payer system""",Replaces Medicare with a “public option”,,,,,,,,,35%,10%,20%,Branch A,Increased,Decreased,Increased,Increased,,,,,7,10,3,5,4,Don't Know,,,,1,7,5,5,4,2,2,4,7,Female,1956,"Bachelor's Degree, such as B.A., B.S., or A.B.",130000,Don’t belong to religious denomination,,Never,,,,,,,,
167,260621,10/5/2010 13:25,Complete,,,,,,United States,,CA,,srep7208,,I agree to participate,srep7208,,22,,,start,6,4,nonphoto,demacratic senate majority leader,french president ,homeland security ,,,,,German PM,English ?,,,,,,,regular,Robert Gates,Couldn't Say,,,,,,,,,3,I haven't thought much about this,I haven't thought much about this,5,,,Moderate,,NY Times,,, Other ,san mateo times,CBS,,PBS,NBC,,ABC,,,,,, Others ,,TV 5 french news,NPR,,,,,Huffington Post,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,7,A lot,6,2,Independent,,,,Equally close to both,,,,,,,,closed,[Erstwhile] Soviet Union,Lung Cancer,,,Remained about the same,,Can  ask anyone they suspect of being an illegal immigrant for their papers,5,George W. Bush,Couldn't say,Limits future increases in payments to Medicare providers,,,,,,,,,34%,2%,1%,Branch B,,,,,Increased,Decreased,Remained the Same,Decreased,9,10,5,6,10,Don't Know,,,,5,5,6,4,5,4,4,4,5,Female,1959,"Master's Degree, such as M.A., M.S., Masters in Engineering, Masters in Education, or Masters in Social Work",250 k,Don’t belong to religious denomination,,Never,No,White,,,Asian,,,
168,260628,10/5/2010 13:30,Complete,,,,,,United States,,CA,,srep5337,,I agree to participate,srep5337,,14,,,end,,,nonphoto,I don't know,I don't know,Attorney General,,,,,I don't know,I don't know,,,,,,,percent,,,0,0,0,0,0,0,0,0,5,7,3,2,1,7,Moderate,,,,USA Today, Other ,local paper S Jose Mercury,CBS,,,NBC,,ABC,,,,,,,,,,,,,,,,,,,1,A great deal,0,7,Independent,,,,Equally close to both,60,40,70,,40,85,30,open,,,Germany,Heart Attack,Remained about the same,,Can  ask anyone they suspect of being an illegal immigrant for their papers,8,Don't Know,,,8,6,4,8,8,8,9,9,37%,42%,42%,Branch B,,,,,Increased,Increased,Increased,Increased,1,9,0,9,0,Democrats,,6,9,6,6,6,6,6,2,1,6,6,Female,1951,"Master's Degree, such as M.A., M.S., Masters in Engineering, Masters in Education, or Masters in Social Work",52000,Catholic,,Less often than a few times a year,No,White,,,,,,
169,260630,10/5/2010 13:29,Complete,,,,,,United States,,CA,,srep9262,,I agree to participate,srep9262,,9,,,end,,,photo,,,,,,,,,,,,,Don't Know,,Don't Know,regular,Don't Know,Couldn't Say,,,,,,,,,3,6,2,2,7,7,Slightly liberal,,,,, Other ,san francisco chronicle,,,,NBC,,,,Fox News,,,,,,,NPR,,,,,,,,,,2,A little,0,8,Democrat,,,Strong,,99,100,100,100,95,100,50,open,,,germany or russia,cancer,Remained about the same,,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,6,Don't Know,Does not reimburse routine mammograms for women younger than 50,Allows a government panel to make decisions about end‐of‐life care for people on Medicare,,,,,,,,,30%,30%,15%,Branch A,Increased,Decreased,Increased,Increased,,,,,2,10,0,1,1,Don't Know,,5,7,3,6,5,4,4,2,4,3,6,Female,1956,"Bachelor's Degree, such as B.A., B.S., or A.B.",90000,Don’t belong to religious denomination,,A few times a year,No,White,,,,,,
170,260631,10/5/2010 13:48,Complete,,,,,,United States,,CA,,srep5125,,I agree to participate,srep5125,,44,,,start,5,5,photo,,,,US Senator,New supreme court justice,,,,,US Congressman,Governor,,,,,percent,,,0,0,0,0,0,0,0,0,4,7,6,4,4,4,Moderate,,,,, Other ,none,CBS,,,,,,,,,,, Others ,,none,,,, Others ,none,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,0,A moderate amount,0,0,Other,apolitical,,,,100,0,0,100,100,100,99,open,,,Japan,old age,Don’t Know,,Can  ask anyone they suspect of being an illegal immigrant for their papers,6,Bill Clinton,,,1,5,5,6,6,5,6,5,33%,5%,1%,Branch A,Increased,Decreased,Increased,Remained the Same,,,,,1,0,0,0,0,Don't Know,,,,3,6,4,5,1,5,1,7,2,Female,1964,"Bachelor's Degree, such as B.A., B.S., or A.B.",100000,Other,Jehovah's Witness,More than once a week,Yes,White,,American Indian or Alaska Native,,,Other,
171,260636,10/5/2010 13:39,Complete,,,,,,United States,,CA,,srep9530,,I agree to participate,srep9530,,431,,,start,7,3,photo,,,,,,,,,,,,,Former President of Chile,,Senate Minority Leader,percent,,,0,0,0,0,0,0,0,0,3,7,4,4,I haven't thought much about this,I haven't thought much about this,Slightly conservative,,,,USA Today,,,CBS,,,NBC,,ABC,,,,,,,CNN,,,,,,,,,,,,1,A moderate amount,1,8,Democrat,,,Not very strong,,85,,,85,85,85,60,open,,,Poland,heart disease,Don’t Know,,Can  ask anyone they suspect of being an illegal immigrant for their papers,2,Don't Know,,,5,3,6,5,7,7,4,9,25%,35%,20%,Branch A,Decreased,Remained the Same,Increased,Increased,,,,,5,8,3,3,8,Don't Know,,,,4,5,6,5,5,4,4,5,5,Female,1972,"Bachelor's Degree, such as B.A., B.S., or A.B.","150,000",Protestant,,A few times a year,No,White,,,,,,
172,260638,10/5/2010 13:31,Complete,,,,,,United States,,CA,,srep8166,,I agree to participate,srep8166,,16,,,end,,,photo,,,,,,,,,,,,,Chancellor of Germany,,Don't Know,percent,,,,,,,,,,,1,7,2,3,1,7,Slightly liberal,,NY Times,,, Other ,Local paper,,,PBS,,,,,,MSNBC,,,,CNN,,NPR,,, Others ,POTUS,Huffington Post,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,2,A moderate amount,5,2,Independent,,,,Closer to Democratic Party,50,30,60,85,50,60,40,open,,,Russia,Cancer,Remained about the same,,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,7,Bill Clinton,,,0,0,5,5,0,0,7,0,20%,10%,25%,Branch B,,,,,Increased,Decreased,Increased,Increased,6,10,2,6,0,Don't Know,,7, dk,3,6,3,,,3,3,3,5,Female,1953,"Master's Degree, such as M.A., M.S., Masters in Engineering, Masters in Education, or Masters in Social Work",200000,Protestant,,Once a week,No,White,,,,,,
173,260639,10/5/2010 13:39,Complete,,,,,,United States,,CA,,srep5744,,I agree to participate,srep5744,,12,,,end,,,nonphoto,,French President,,,,,,Chancellor of Germany,,,,,,Don't Know,,regular,Don't Know,Couldn't Say,,,,,,,,,2,6,3,3,2,4,Slightly liberal,,,,,,,,,,,,,,,,,,,CNN,,NPR,,,,,,,,,,1,A little,1,2,Independent,,,,Closer to Democratic Party,50,50,50,50,50,50,25,closed,[Erstwhile] Soviet Union,Heart Disease,,,Don’t Know,,Can  ask anyone they suspect of being an illegal immigrant for their papers,9,Don't Know,Couldn't say,Couldn't say,,,,,,,,,20%,10%,15%,Branch B,,,,,Increased,Decreased,Increased,Remained the Same,2,0,0,0,1,Don't Know,,7,2,7,4,5,5,5,1,1,2,6,Female,1971,"Master's Degree, such as M.A., M.S., Masters in Engineering, Masters in Education, or Masters in Social Work",200000,Don’t belong to religious denomination,,Never,No,White,,,,,,
174,260641,10/5/2010 13:36,Complete,,,,,,United States,,CA,,srep8752,,I agree to participate,srep8752,,11,,,end,,,nonphoto,,,,,,,,,,,,Don't Know,,Don't Know,,regular,Don't Know,Couldn't Say,,,,,,,,,2,7,1,5,1,1,Liberal,Wall Street Journal,NY Times,,, Other ,SJ Mercury News,,,,,,,,,,,,,,,,,,,,,,,Other,politico.com,0,Not at all,2,5,Independent,,,,Closer to Democratic Party,50,15,60,50,50,50,50,closed,Couldn't say,Heart Disease,,,Don’t Know,,Can  ask anyone they suspect of being an illegal immigrant for their papers,10,Don't Know,Does not reimburse routine mammograms for women younger than 50,Limits future increases in payments to Medicare providers,,,,,,,,,35%,0%,20%,Branch A,Increased,Decreased,Increased,Increased,,,,,1,10,0,0,0,Other,Need another option!,8,0,2,4,4,4,2,1,1,1,7,Female,1947,"Master's Degree, such as M.A., M.S., Masters in Engineering, Masters in Education, or Masters in Social Work",300000,Don’t belong to religious denomination,,Never,No,White,,,,,,
176,260650,10/5/2010 14:30,Complete,,,,,,United States,,CA,,srep5484,,I agree to participate,srep5484,,42,,,start,8,1,photo,,,,,Supreme court justice,President of France,,,,,Canceller Germany,,,,Don't Know,regular,Don't Know,Couldn't Say,,,,,,,,,2,6,2,4,1,4,Slightly liberal,,NY Times,,,,,,,,,,,,,,,,,CNN,,NPR,,,,,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,0,A lot,2,2,Democrat,,,Strong,,60,15,70,60,40,70,30,open,,,Germany,Cancer,Remained about the same,,Can  ask anyone they suspect of being an illegal immigrant for their papers,7,George H. Bush,Increases the Medicare payroll tax for upper‐income Americans,Replaces Medicare with a “public option”,,,,,,,,,40%,10%,30%,Branch A,Increased,Decreased,Increased,Remained the Same,,,,,6,10,5,1,7,Democrats,,,,2,2,5,5,4,3,2,2,7,Female,1976,"Doctorate Degree, such as Ph.D., Ed.D.",140000,Protestant,,A few times a year,No,White,,,,,,
179,260677,10/5/2010 14:45,Complete,,,,,,United States,,CA,,srep8526,,I agree to participate,srep8526,,21,,,end,,,nonphoto,,French president,Homeland security,,,,,,,,,Chancellor of Germany,,Don't Know,,regular,Don't Know,Couldn't Say,,,,,,,,,1,5,2,6,3,5,Slightly liberal,,,,,,,,,,,,,,,,,,,,,NPR,,,,,Huffington Post,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,0,Not at all,2,5,Democrat,,,Strong,,100,70,85,100,100,100,60,closed,Poland,Heart Disease,,,Remained about the same,,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,10,Don't Know,Increases the Medicare payroll tax for upper‐income Americans,Cuts benefits to existing Medicare patients,,,,,,,,,35%,2%,,Branch A,Decreased,Decreased,Increased,Increased,,,,,4,8,0,2,5,Don't Know,,6,0,3,4,4,3,3,4,3,4,5,Female,1973,"Bachelor's Degree, such as B.A., B.S., or A.B.",100000,Don’t belong to religious denomination,,Never,No,White,,,,,,
180,260700,10/5/2010 14:18,Complete,,,,,,United States,,CA,,srep8461,,I agree to participate,srep8461,,10,,,end,,,nonphoto,"Senator from Nevada, Majority Leader of Senate",President of France,Director of Homeland Security,,,,,Chancellor of Germany,"Seantor, Minority Leader of the Senate",,,,,,,regular,Robert Gates,Stephen Breyer,,,,,,,,,1,7,3,7,1,5,Liberal,,,,, Other ,San Jose Merc,,,,,,,,,,,,,CNN,,,,, Others ,KCBS,,,,,,7,A lot,7,10,Democrat,,,Strong,,80,50,80,100,80,100,60,open,,,Great Britain,Heart Attack,Remained about the same,,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,10,Bill Clinton,Couldn't say,Couldn't say,,,,,,,,,25%,10%,5%,Branch B,,,,,Increased,Decreased,Increased,Increased,9,10,10,10,10,Democrats,,8,2,4,4,4,4,4,2,2,2,6,Female,1948,"Master's Degree, such as M.A., M.S., Masters in Engineering, Masters in Education, or Masters in Social Work","105,000.00",Don’t belong to religious denomination,,Less often than a few times a year,No,White,,,,,,
181,260723,10/5/2010 14:31,Complete,,,,,,United States,,CA,,srep7773,,I agree to participate,srep7773,,15,,,end,,,nonphoto,"Speaker of House? Liberal, hated by Bill OReily",Head of France,"US Head of Justice, national attorney general",,,,,"Head of Germany, bush gave her a shoulder massage",US miliary something? or spokesperson,,,,,,,regular,Don't Know,Stephen Breyer,,,,,,,,,3,7,2,3,1,7,Slightly liberal,,,,,,,,,,,,,,,,,,,,,NPR,,,,,,,,,,0,A lot,5,8,Independent,,,,Closer to Democratic Party,70,40,70,70,70,85,15,closed,Poland,Heart Disease,,,Remained about the same,,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,9,Ronald Reagan,Couldn't say,Limits future increases in payments to Medicare providers,,,,,,,,,8%,5%,30%,Branch B,,,,,Increased,Decreased,Increased,Remained the Same,6,10,2,8,8,Democrats,,5,6,3,5,6,4,2,3,3,3,6,Female,1970,"Master's Degree, such as M.A., M.S., Masters in Engineering, Masters in Education, or Masters in Social Work",50k,Jewish,,Once or twice a month,Yes,,,,,,Other,
182,260738,10/5/2010 14:43,Complete,,,,,,United States,,CA,,srep5466,,I agree to participate,srep5466,,24,,,start,4,6,nonphoto,senator,French President,Home Land Security Administration,,,,,Germany Chancellor,senator,,,,,,,regular,Don't Know,Couldn't Say,,,,,,,,,5,3,7,4,2,5,Moderate,Wall Street Journal,,,, Other ,Palo Alto Daily,,,,,,ABC,,,,,,,CNN,,,,, Others ,106.5,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",Other,"San Jose Mercury , Yahoo",,A moderate amount,,4,Democrat,,,Not very strong,,85,50,70,85,100,100,40,open,,,don't know,don't know,Remained about the same,,Can  ask anyone they suspect of being an illegal immigrant for their papers,6,Don't Know,"Replaces private health insurance with a ""single payer system""",Allows a government panel to make decisions about end‐of‐life care for people on Medicare,,,,,,,,,30%,30%,65%,Branch A,Decreased,Decreased,Increased,Increased,,,,,5,10,0,2,1,Democrats,,,,2,6,6,4,4,3,1,5,3,Female,1972,"Master's Degree, such as M.A., M.S., Masters in Engineering, Masters in Education, or Masters in Social Work",180K,Catholic,,Less often than a few times a year,Yes,White,,,,,,
183,260742,10/5/2010 14:54,Complete,,,,,,United States,,CA,,srep6730,,I agree to participate,srep6730,,10,,,end,,,nonphoto,senator of Nevada,President of France,cabinet officer - Justice,,,,,Chanceller of Germany,US Senater,,,,,,,regular,Robert Gates,Stephen Breyer,,,,,,,,,1,7,1,5,1,6,Very liberal,,,,, Other ,San Jose Mercury,,,,,,ABC,,,MSNBC,CSPAN,BBC,,CNN,,NPR,,,,,Huffington Post,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,5,A great deal,7,10,Democrat,,,Strong,,100,15,100,100,100,100,100,closed,[Erstwhile] Soviet Union,Heart Disease,,,Remained about the same,,Can  ask anyone they suspect of being an illegal immigrant for their papers,9,Ronald Reagan,Couldn't say,Limits future increases in payments to Medicare providers,,,,,,,,,50%,5%,2%,Branch A,Increased,Decreased,Increased,Increased,,,,,10,10,8,8,10,Don't Know,,10,0,2,2,7,5,4,3,1,4,6,Female,1947,"Bachelor's Degree, such as B.A., B.S., or A.B.",70000,Other,Buddhist,Less often than a few times a year,No,White,,,,,,
184,260764,10/5/2010 15:02,Complete,,,,,,United States,,CA,,srep7270,,I agree to participate,srep7270,,7,,,start,7,0,nonphoto,senate majority leader,President of France,Head of Homeland Security ,,,,,President of Germany,do not know,,,,,,,percent,,,0,0,0,0,0,0,0,0,1,7,2,5,1,6,Liberal,,,,,,,CBS,,PBS,NBC,Other,ABC,BBC,,,,BBC,,,,NPR,,,,,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,4,A lot,1,7,Democrat,,,Not very strong,,90,0,70,90,90,90,90,open,,,Germany,heart disease,Don’t Know,,Can  ask anyone they suspect of being an illegal immigrant for their papers,5,Ronald Reagan,,,0,5,5,3,9,1,6,1,45%,29%,15%,Branch A,Increased,Decreased,Increased,Increased,,,,,3,10,0,10,5,Other,neither party,,,3,6,6,4,4,2,1,4,6,Female,1964,"Bachelor's Degree, such as B.A., B.S., or A.B.",53k,Other,Buddhism,Once or twice a month,No,,,,,,,
185,260776,10/5/2010 15:07,Complete,,,,,,United States,,CA,,srep5182,,I agree to participate,srep5182,,30,,,end,,,photo,,,,Washington politician (Democrat),No idea,French President,,,,Treasury?,German Chancellor,,,,,regular,Arne Duncan,Couldn't Say,,,,,,,,,1,6,3,2,2,5,Slightly liberal,,,,,,,,,PBS,,,,,,,,BBC,,,,,,,,,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",Other,BBC,1,A moderate amount,4,6,Democrat,,,Strong,,100,70,70,100,90,100,5,open,,,Russia/USSR,Heart Disease,Don’t Know,,Can  ask anyone they suspect of being an illegal immigrant for their papers,6,Don't Know,Couldn't say,Limits future increases in payments to Medicare providers,,,,,,,,,18%,1%,30%,Branch A,Remained the Same,Decreased,Increased,Increased,,,,,8,0,0,8,6,Other,"They'd have to work together, so currently, neither",7,3,3,5,4,3,3,4,4,4,4,Female,1978,"Bachelor's Degree, such as B.A., B.S., or A.B.","140,000",Don’t belong to religious denomination,,Never,No,White,,,,,,
186,260801,10/5/2010 15:21,Complete,,,,,,United States,,CA,,srep6518,,I agree to participate,srep6518,,13,,,start,10,0,nonphoto,leader of house,pres. france,health sec.,,,,,german leader,leader opposition,,,,,,,percent,,,9,,,,,10,,,1,7,1,4,1,7,Very liberal,,,,, Other ,San Francisco Chronicle ,,,PBS,,,,,,,,BBC,,,,NPR,,,,,,,,Other,None,6,A moderate amount,3,0,Democrat,,,Strong,,100,20,100,100,100,100,60,open,,,Germany,Breast cancer,Remained about the same,,Can  ask anyone they suspect of being an illegal immigrant for their papers,8,Bill Clinton,,,0,0,4,0,1,4,0,0,20%,10%,70%,Branch A,Increased,Decreased,Increased,Remained the Same,,,,,9,0,5,7,9,Democrats,,,,2,6,2,2,1,2,1,1,7,Male,1967,"Doctorate Degree, such as Ph.D., Ed.D.",250000,Don’t belong to religious denomination,,Never,No,White,,,,,,
